,Title,Authors,Year
2665,Bibliography on the battered child,United States Children's Bureau. Clearinghouse for Research in Child Care,1969
2666,Children and Youth at the Midcentury,Midcentury White House Conference on Children and Youth.,1950
2667,Problems relating to the deaf in California,California. Legislature. Senate. Select Committee on Exceptional Children.,1971
2668,Notes and working papers concerning the administration of programs authorized under Title VI of Public law 89-10,National Advisory Committee on Handicapped Children (U.S.),1968
2669,Seminar on children in hospital,Association for the Welfare of Children in Hospital (Ireland),1979
2670,Proceedings of  the first international symposium on Specific Speech and Language Disorders in Children,Association for All Speech Impaired Children. International Symposium,1987
2671,Recommendations for public library service to children in Vermont,Vermont. Dept. of Libraries. Task Force on Children's Services.,1980
2672,"Adoption of A Child by A Step-Parent or Relative-The Child Welfare Act, 1978, as amended",Ontario. Ministry of Community and Social Services. Children's Services Division.,1979
2673,Consultation paper on standards and guidelines for children's services,Ontario. Ministry of Community and Social Services. Children's Services Division.,1978
2674,A matter of principle,Council for Exceptional Children. Canadian Committee. Committee on Legislation.,1974
2675,Focus on prevention,Syracuse University Conference on Children Labeled Emotionally Disturbed 1976.,1978
2676,Heart disease in children,Workshop on Heart Diseases in Children (1962 University of Colorado),1962
2677,Understanding Christian nurture,British Council of Churches. Consultative Group on Ministry Among Children.,1981
2678,Talent and education,Institute on Gifted Children (1958 University of Minnesota),1960
2679,Distribution of the fund raised by the Committee,Women's Committee for the Relief of Miners' Wives and Children.,-1
2680,Pop fiction,IBBY/MA Children's Literature Conference (5th 1998 Roehampton),1999
2681,"Public hearing on the minimum wage standards for women and minors [held] June 1st, 1948, Chicago [and June 3, 1948 East St. Louis.]",Illinois. Dept. of Labor. Division of Women's and Children's Employment.,1948
2682,Women's safety audit kit guidebook,Metro Action Committee on Public Violence Against Women and Children.,1989
2683,Children in a changing world,Golden Anniversary White House Conference on Children and Youth,1960
2684,"European Convention on the Adoption of Children,Strasbourg 29 April 1967",European Convention On The Adoption Of Children (1967),1968
2685,Children deprived,Campaign for the Care of Deprived Children (CARE),1972
2686,Standards for children's services in public libraries,American Library Association. Subcommittee on Standards for Children's Service.,1969
2687,Building the future for children and youth,National Commission on Children in Wartime (U.S.),1945
2688,Infectious diseases in school-age children,California. Task Force on Infectious Diseases in School-Age Children.,1988
2689,Children's work,Canadian Council of Churches. Committee on Children's Work,1966
2690,Guidanceto parents of deaf children,Conference on Guidance to Parents of Deaf Children (1964 Oxford),1966
2691,"Families for black children, the search for adoptive parents : an experience survey. --",United States. Children's Bureau. Division of Research and Evaluation.,1971
2692,Legal bibliography for juvenile and family courts,United States. Children's Bureau. Division of Juvenile Delinquency Service.,1966
2693,A demonstration project utilizing child development as the focus for community interaction with a local health department,Los Angeles (Calif.). Children's Hospital. Child Development Clinic.,1962
2694,The control and treatment of juvenile delinquency in the United States,United States. Children's Bureau. Division of Juvenile Delinquency Service.,1965
2695,Responses to survey,"Montana. Legislature. Children, Families, Health, and Human Services Interim Committee",1977
2696,Sessional paper no. 2 of 2009 on national policy on older persons and aging,"Kenya. Ministry of Gender, Children, and Social Development",2009
2697,Atopic eczema in children,National Collaborating Centre for Women's and Children's Health (Great Britain),2007
2698,"Empowering street children, Yogyakarta, Indonesia, September, 10-13, 1996","International Conference on Street Children (1996 Yogyakarta, Indonesia)",1996
2699,"Third SAARC Ministerial Conference on Children, 20-22 August 1996, Rawalpindi","SAARC Conference on Children (3rd 1996 Rawalpindi, Pakistan)",1997
2700,Monsters aren't only under the bed--,Michigan. Legislature. Senate. Democratic Task Force on Protecting Michigan's Children.,1996
2701,National Programme of Action for Children,National Programme of Action for the Children of Namibia.,1993
2702,4th Pan African Children's Book Fair magazine,"Pan African Children's Book Fair (4th 1995 Nairobi, Kenya)",1995
2703,Workshop on Children in Especially Difficult Circumstances,"Workshop on Children in Especially Difficult Circumstances (1992 Francistown, Botswana)",1992
2704,International Conference on Rehabilitation of Disabled Children,"International Conference on Rehabilitation of Disabled Children (1989 Tallinn, Estonia)",1989
2705,Provisions for accreditation of agencies serving families and children,Council on Accreditation of Services for Families and Children.,1978
2706,Children Affected by AIDS Strategy Awareness Workshop,"Children Affected by AIDS Strategy Awareness Workshop (1991 Nairobi, Kenya)",1991
2707,"Summary of testimony received by Legislative Commission on Children, Youth and Their Families, August 11, 1994 and August 26, 1994","Minnesota. Legislature. Legislative Commission on Children, Youth, and Their Families.",1994
2708,"Hearing on overcrowding at Department of the Youth Authority facilities, December 3, 1986",California. Legislature. Senate. Select Committee on Children and Youth.,1987
2709,State of California Senate Select Committee on Children and Youth hearing on the impact of cults on today's youth,California. Legislature. Senate. Select Committee on Children and Youth.,1974
2710,"Hearing on youth suicide, October 16, 1981",California. Legislature. Senate. Select Committee on Children and Youth.,1981
2711,Hearing on effects of media violence on children,California. Legislature. Senate. Select Committee on Children and Youth.,1988
2712,A voice for quality,Council on Accreditation of Services for Families and Children.,-1
2713,When the migrant families come again,United States. Interdepartmental Committee on Children and Youth.,1955
2714,1988 the state of Florida's children and families,Florida. Legislature. House of Representatives. Ad Hoc Committee on Children.,1988
2715,Runaway youth and resulting prostitution and drugs,California. Legislature. Senate. Select Committee on Children and Youth.,1984
2716,A sketch of the origin and progress of the Adelphi School in the northern liberties,Philadelphia Association of Friends for the Instruction of Poor Children.,1810
2717,Crimes against children,Wisconsin. Legislature. Legislative Council. Special Committee on Crimes Against Children.,1986
2718,Proceedings,"Massachusetts Conference on Children, Youth & Families (1981 Harvard University)",1981
2719,Early vascular complications in children with diabetes mellitus,"International Workshop on Diabetic Angiopathy in Children (1986 Berlin, Germany)",1988
2720,Essentials of nursery education with special refernece to nursery schools,National Association for the Education of Young Children.,1935
2721,"Legislative Committee on Children, Youth, and Families","Nevada. Legislature. Legislative Committee on Children, Youth, and Families.",2003
2722,"1st Asian Children's Film Festival, 2002, Hyderabad, 14th-21st November","Asian Children's Film Festival (1st 2002 Hyderabad, India)",2002
2723,Planning for the future,Borough of Barnet Society for Mentally Handicapped Children.,1976
2724,Cultural diversity and the exceptional child,"Conference on Exceptional Children Las Vegas, Nev. 1973.",1973
2725,Beiträge zur Kinderliteratur und Lesersoziologie,International Symposium on Children's Literature (1971 Frankfurt am Main),1972
2726,Choosing the right book,California Library Association. Children's and Young People's Section.,1966
2727,A tale of shots and drops,"United States. Administration for Children, Youth, and Families",1979
2728,Alder Hey book of children's doses,Alder Hey Children's Hospital. Drug and Therapeutics Committee.,1979
2729,Selected references to the literature on child abuse,National Society for the Prevention of Cruelty to Children,1980
2730,Sportscheck,National Society for the Prevention of Cruelty to Children,2002
2731,Time for music: teachers support book,Schools Council. Music Education of Young Children Project.,1976
2732,Non-accidental injury,Humberside Area Review Committee on Non-Accidental Injury to Children.,1980
2733,"The neglected and abused child with particularreference to ""failure to thrive""",Humberside Area Review Committee on Non-Accidential Injury to Children.,1977
2734,Approaches to research in children's literature,Research Seminar on Children's Literature (1979 University of Southampton),1980
2735,A brief description of the work conducted in Poland by the American relief administration in cooperation with the Polish government,American Relief Administration. European Children's Fund Mission to Poland.,1922
2736,The battered child,National Society for the Prevention of Cruelty to Children,1969
2737,Living things,Schools Council. Curriculum Enrichment for Gifted Children Project.,1980
2738,The California story,California. Governor's Advisory Committee on Children and Youth.,1960
2739,Organizing a sheltered workshop,National Association for Retarded Children. Vocational Rehabilitation and Employment Committee.,1968
2740,Asia; a guide to books for children,American Library Association. Committee on Books on Asia for Children.,1966
2741,Minutes,California. Governor's Advisory Committee on Children and Youth.,1968
2742,International convention for the suppression of the traffic in women and children,International Conference on Traffic in Women and Children (1921 Geneva),1934
2743,Advancing the education of the hospitalized child,Conference on the Education of Hospitalized Children (1948 Atlantic City),1948
2744,Community action for children and youth in a changing society,"Oregon Conference on Children and Youth (1964 Salem, Or., )",1964
2745,Oregon Youth Harvest Corps,Oregon Governor's State Committee on Children and Youth.,1964
2746,"Resume of a seminar on the Economic Opportunities Act, Portland, October 6, 1964",Oregon Governor's State Committee on Children and Youth.,1964
2747,"Notable children's books, 1940-1959",American Library Association. Children's Services Division. Book Reevaluation Committee.,1966
2748,The Colorado program for the education of migrant children,Colorado. Dept. of Education. Section on Education of Migrant Children.,1961
2749,"History, structure and function of the Governor's State Committee on Children and Youth",Oregon Governor's State Committee on Children and Youth.,1964
2750,Youth look at counseling in Oregon high schools,Oregon Governor's State Committee on Children and Youth.,1959
2751,Learning on the move,Workshop on Curriculum for Migratory Children (1959 Adams State College),1960
2752,"Constitution of the Church Home for Orphan and Destitute Children, in Boston","Church Home for Orphan and Destitute Children (Boston, Mass.)",1859
2753,"Children's library yearbook, no. 1-4",American Library Association. Committee on Library Work with Children.,1900
2754,Children's books from twelve countries,American Library Association. Section for Library Work with Children.,1930
2755,Children's books in the United States,American Library Association. Committee on Library Work with Children.,1929
2756,State of Maine comprehensive plan for mental health services to children,Maine. Task Force on the Mental Health of Children.,1974
2757,The pediatrician and the child with mental retardation,American Academy of Pediatrics. Committee on Children with Handicaps.,1971
2758,From school to work; Federal services to help communities plan with youth,United States. Interdepartmental Committee on Children and Youth,-1
2759,"Proceedings of the Conference on Education of Puerto Rican Children on the Mainland, (October 18 to 21, 1970)",Conference on Education of Puerto Rican Children on the Mainland,1972
2760,"Us-USSR Colloquium on Library Services to Children, September 12-21, 1989",Us-USSR Colloquium on Library Services to Children,1991
2761,Families and the State - Two-way Support and Responsibilities:An inquiry into the relationship between the state and the family in the upbringing of children,Commission on Families And the Wellbeing of Children,2005
2762,"National Programme of Action, 2000 & beyond",National Programme of Action for Children in South Africa.,1999
2763,A Basic training program for front-line protection staff and supervisors of children's aid societies in the province Ontario,Ontario. Ministry of Community and Social Services. Children's Services Division.,1980
2764,Collaboration of Professionals in Protecting Children,Ontario. Ministry of Community and Social Services. Children's Services Division.,1982
2765,Basic Training Program For Front-Line Protection Staff and Supervisors ... Volume 4,Ontario. Ministry of Community and Social Services. Children's Services Division.,1980
2766,A directory of selected documents and papers about television and children,South Australian Council for Children's Films and T.V.,1978
2767,Consultation paper on short term legislative amendments,Ontario. Ministry of Community and Social Services. Children's Services Division.,1977
2768,State of the Art,Ontario. Ministry of Community and Social Services. Children's Services Division.,1979
2769,Adoption of A Child by A Step-Parent or Relative Under Part Vii of the Child and Family Services Act and Rules of the Provincial Court (Family Division) of Ontario,Ontario. Ministry of Community and Social Services. Children's Services Division.,1986
2770,Hyperactivity in children,"Symposium on Hyperactivity in Children (1978 Ottawa, Ont.)",1979
2771,Policy Statement on Standards For Children's Residential Care Facilities,Ontario. Ministry of Community and Social Services. Children's Services Division.,1980
2772,Focus on children: the significant first decade,"Oregon Conference on Children and Youth Salem, Or. 1966.",1967
2773,Fractures in children,"Symposium on Fractures in Children (1978 Nijmegen, Netherlands)",1979
2774,Psychosocial policy guidelines for administration of pediatric health care facilities,Association for the Care of Children's Health. Metropolitan Washington Affiliate.,1980
2775,Contributions,"Loughborough International Seminar on Children's Literature,  10th Woudschoten 1977.",1978
2776,Current issues in child development,"Indiana International Conference on Young Children Nashville, Ind. 1974.",1977
2777,Readings in children's literature,National Seminar on Children's Literature (1975 Frankston State College),1977
2778,Bibliography of non-sexist booklists,South Central Regional Library System (Ontario). Children's Services Committee.,1974
2779,Interim report,Massachusetts. Commission on Children in Need of Services,1987
2780,Child witness pack,National Society for the Prevention of Cruelty to Children,1993
2781,Annual report for the year ending Dec. 31 ...,California Society for the Prevention of Cruelty to Children,1877
2782,The availability and affordability of programs for latch-key children,Massachusetts. Commission on Children in Need of Services.,1989
2783,Children and the family,Massachusetts. Governor's Advisory Committee on Children and the Family,1980
2784,Report of the Senate Wage Commission for Women and Children in the state of Missouri to the Senate of the 48th General assembly of Missouri,Missouri. Senate Wage Commission for Women and Children.,1915
2785,A selected list of books for children,Child Study Association of America. Children's Literature Committee.,1920
2786,Final report of the work in kingdom S.H.S. ..,United States. American Relief Administration European Children's Fund.,1920
2787,"OPERATIONAL REVIEW: CHILDREN'S AND YOUTH INSTITUTIONS - FINAL REPORT, MAY 1979",Ontario. Ministry of Community and Social Services. Children's Services Division.,-1
2788,RESEARCH PAPERS FOR THE REPORT OF THE TASK FORCE ON CHILD ABUSE,Ontario. Ministry of Community and Social Services. Children's Services Division.,-1
2789,"Child welfare in Ontario: past, present and future",Ontario. Ministry of Community and Social Services. Children's Services Division.,1979
2790,(Annual report 1979),National Society for the Prevention of Cruelty to Children,1980
2791,A good year for children,National Society for the Prevention of Cruelty to Children,1987
2792,Our inspectors,National Society for the Prevention of Cruelty to Children,1900
2793,Protecting children into the nineties,National Society for the Prevention of Cruelty to Children,1991
2794,Annual report 1984,National Society for the Prevention of Cruelty to Children,1985
2795,Abstract of the reports from governments on the system of licensed houses as related to traffic in women and children;additional information,League of Nations. Traffic in Women and Children Committee.,1929
2796,Concise study of the laws and penalties relating to souteneurs,League of Nations. Traffic in Women and Children Committee.,1931
2797,Suppression of the circulation of and traffic in obscene publications,League of Nations. Traffic in Women and Children Committee.,1928
2798,Amendments to the Conventions of 1910 and 1921,League of Nations. Traffic in Women and Children Committee.,1932
2799,Report for the year 1927 of the Association Catholique Internationale des Oeuvres de Protection de la Jeune Fille,League of Nations. Traffic in Women and Children Committee.,1928
2800,"Report of the Jewish Association for the Protection of Girls and Women for the year ending December 31st, 1927",League of Nations. Traffic in Women and Children Committee.,1928
2801,FIRST REPORT OF THE ROYAL COMMISSION ON FAMILY AND CHILDREN'S LAW,British Columbia. Royal Commission on Family and Children's Law,-1
2802,Supplement to the Fifth Report of the Family and Children's Law Commission,British Columbia. Royal Commission on Family and Children's Law,1973
2803,Fourth Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2804,Tenth Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2805,Third Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2806,Second report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1974
2807,Ninth Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2808,"The family, the courts, and the community",British Columbia. Royal Commission on Family and Children's Law,1975
2809,Thirteenth Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2810,Report on matrimonial property,British Columbia. Royal Commission on Family and Children's Law,1975
2811,Twelfth Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2812,The status of children born to unmarried parents,British Columbia. Royal Commission on Family and Children's Law,1975
2813,Eight Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2814,Family maintenance,British Columbia. Royal Commission on Family and Children's Law,1975
2815,Seventh Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2816,Sixth Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2817,Eleventh Report of the Royal Commission on Family and Children's Law,British Columbia. Royal Commission on Family and Children's Law,1973
2818,Native families and the law,British Columbia. Royal Commission on Family and Children's Law,1975
2819,Baseline assessments/surveys for FGM/C interventions in selected districts,"Kenya. Ministry of Gender, Children, and Social Development",2010
2820,"CHILD ABUSE REPORTING LAWS - THE CHILD WELFARE ACT, 1978",Ontario. Ministry of Community and Social Services. Children's Services Division.,-1
2821,"DISCUSSION PAPER - CHILD WELFARE IN ONTARIO: PAST, PRESENT AND FUTURE - A STUDY OF STRUCTURE AND RELATIONSHIPS",Ontario. Ministry of Community and Social Services. Children's Services Division.,-1
2822,Chance and choice in the game of life,Montana. Legislature. Oversight Committee on Children and Families,1998
2823,New perspectives in special needs education for sustainable development,National Centre for Exceptional Children (Nigeria). International Conference,2010
2824,"Final evaluation report, 2009",Save the Children (U.S.). Bangladesh Field Office,2010
2825,"Community based programs for at-risk youth / New York State Assembly public hearing, Assembly Stranding Committee on Children and Families",New York (State). Legislature. Assembly. Committee on Children & Families,2009
2826,Focus on children under six,Citizens' Initiative for the Rights of Children Under Six,2006
2827,Food for Thought,"Citizen's Committee for Children of New York, Inc",1985
2828,Convention on the Elimination of All Forms of Discrimination against Women (CEDAW),"Nepal. Ministry of Women, Children, and Social Welfare",2009
2829,Contesting women's rights within the political economy of mining in India,Dhaatri Resource Centre for Women and Children--Samata,2010
2830,Diabetes in pregnancy,National Collaborating Centre for Women's and Children's Health (Great Britain),2008
2831,The Franciscan Missions Of The Southwest,Society for the Preservation of the Faith among Indian Children,1914
2832,The 2-5A system,Hospital for Sick Children. Research Institute. International Symposium,1985
2833,Manual of the New York society for the prevention of cruelty to children,New York Society for the Prevention of Cruelty to Children,1884
2834,School-based emphasis on health care assurance for Montana children,Montana. Office of Public Instruction. Children's Health Assurance Committee,1992
2835,Government research on the problems of children and youth,"White House Conference on Children (1970 Washington, D.C.)",1971
2836,A proposal for a diagnostic-prescriptive centre for children and youth with learning disabilities,Prince Edward Island. Association for Children with Learning Disabilities.,1980
2837,"Discussion paper, the Report of the Committee on Sexual Offences Against Children and Youths and the Report of the Special Committee on Pornography and Prostitution",Committee on Sexual Offences Against Children and Youths (Canada),1985
2838,One million children - the Celdic report. A national study of Canadian children with emotional disorders,Commission on Emotional and Learning Disorders in Children.,1970
2839,"Children, youth and their communities",Prince Edward Island. Children and Youth Program Review Initiative.,1992
2840,Preparing child witnesses for court,National Society for the Prevention of Cruelty to Children,1994
2841,The Child witness pack,National Society for the Prevention of Cruelty to Children,1993
2842,Evaluation of the Children's Nutrition Research Center,Baylor College of Medicine. Children's Nutrition Research Center,1990
2843,Now I know better,Children's Hospital at Yale-New Haven. Pediatric Emergency Dept.,1996
2844,NYSPCC professionals' handbook,New York Society for the Prevention of Cruelty to Children,1990
2845,"Report on assessment of reproductive and sexual health needs of adolescents in Nasirnagar, Brahmanbaria, Bangladesh",Save the Children (U.S.). Bangladesh Field Office,2003
2846,Mahilā viruddha hune sabai prakārakā bhedabhāva unmūlana garne mahasandhīko aicchika proṭokala =,"Nepal. Ministry of Women, Children, and Social Welfare",2006
2847,Children and new media,"International Conference on New Media and Children (2006 Tiruchchirāppalli, India)",2009
2848,Public hearing on child day care center closings in New York City,New York (State). Legislature. Assembly. Committee on Children & Families.,2008
2849,State of the world's newborns,Save the Children (U.S.). Bangladesh Field Office,2001
2850,Kurochka ri︠a︡ba,Oleg Pavlovich Grushnikov Collection of Children's Books (Library of Congress),1953
2851,"Strengthening families, children and youth",Alberta. Alberta Children's Services. Child Welfare Act Review Office,2002
2852,"Tobacco, alcohol, & other drugs","Special Supplemental Nutrition Program for Women, Infants, and Children (Ill.)",2000
2853,Little Hedgehog,"Gina Ruck-Pauquet,
        Richter, Marianne writer of children's books.",1959
2854,Prospectus on research,Golden Anniversary White House Conference on Children and Youth.,1960
2855,"The education of the imbecile, and the improvement of invalid youth",Home and School for Invalid and Imbecile Children,1856
2856,Report of the Commission to codify and revise the laws of Ohio relative to children,Ohio. Commission to codify and revise laws relative to children.,1912
2857,Report of the Children's Literature Committee ...,Child Study Association of America. Children's Literature Committee,1912
2858,The Origin and Proceedings of the Philadelphia Association of Friends for ...,Philadelphia Association of Friends for the Instruction of Poor Children,1860
2859,"Vaccination. Documents illustrating the actual state of vaccination among 30,117 children of the poor in the Metropolis, presented at a general meeting of the directors and governors of the Infirmary","Royal Metropolitan Infirmary for Sick Children (London, England)",1826
2860,To be a kid,"Maya Ajmera,
        John D. Ivanko,
        Global Fund For Children (Organization)",2004
2861,To be an artist,"Maya Ajmera,
        John D. Ivanko,
        Global Fund For Children (Organization)",2004
2862,Smithsonian children's illustrated animal atlas,"Ambrose, Jamie (Author of nature books for children)",2017
2863,Woodland and forest,"Ambrose, Jamie (Author of nature books for children)",2017
2864,The selection of foster homes for children,"Mary S. Doran ,
        Bertha Capen Reynolds ,
        Foster homes for children",1919
2865,Global babies =,Eida (TRN) Global Fund for Children (COR)/ Del Risco,2009
2866,Be my neighbor,"Maya Ajmera,
        John D. Ivanko,
        Global Fund For Children (Organization)",2004
2867,Rookie Amazing America,"Lisa M. Herrington,
        Janice Behrens,
        Pamela Chanko,
        Scholastic Children's Press",2017
2868,Child protection procedures,National Society for the Prevention of Cruelty to Children,1992
2869,Focus on children and youth,White House Conference on Children and Youth (1960),1960
2870,Starting points,Carnegie Task Force on Meeting the Needs of Young Children.,1994
2871,Preventing reading difficulties in young children,Committee on the Prevention of Reading Difficulties in Young Children.,1998
2872,Preventing Childhood Obesity,Committee on Prevention of Obesity in Children and Youth,2005
2873,Holiday cookbook,American Action Fund for Blind Children and Adults,-1
2874,Starting Out Right,Committee on the Prevention of Reading Difficulties in Young Children.,1999
2875,Children's Fairytale Theatre (Children's Theatre),Terri Wiltshire,1996
2876,Informed children are safer children,Hamilton Township Schools (N.J.). Dept. of Curriculum and Instruction.,1985
2877,Children's Adventure Theatre (Children's Theatre),Terri Wiltshire,1996
2878,Children's books in children's hands,"Evelyn B. Freeman,
        Joy F. Moss",1997
2879,Lessons for children,Anna Laetitia Barbauld,1779
2880,Children of Dune,Frank Herbert,1976
2881,Uncle Tom's children,"Wright, Richard",1938
2882,"Books, children & men",Paul Hazard,1944
2883,"Proceedings of the international seminar on children in need, with special focus on revolutionary Ethiopia children's amba experience, May 5-9, 1986","International Seminar on Children in need with a special focus on revolutionary Ethiopia children's amba experience (1986 Adis Ababa, Ethiopia)",1986
2884,European Convention on Recognition and Enforcement of Decisions Concerning Custody of Children and on Restoration of Custody of Children =,European Convention on Recognition and Enforcement of Decisions Concerning Custody of Children and on Restoration of Custody of Children (1980),1980
2885,Public hearing on problems facing immigrant families in the child welfare system,"New York (State). Legislature. Assembly. Committee on Children & Families.,
        New York (State). Legislature. Assembly. Committee on Children & Families",2002
2886,Teaching children science,Joseph Abruscato,1982
2887,The Children of Men,P. D. James,1992
2888,Childrens Record,Grades Ps-3,1993
2889,Children's catechumenate,Philip J. McBrien,1997
2890,Children designing,Ken Baynes,1992
2891,HIV & children,Joy Barlow,1996
2892,Earth's children,Jean M. Auel,-1
2893,Conceiving children,Carol Anne Heimer,1998
2894,Children's handkerchiefs,J. J. Murphy,1998
2895,Saving children,Jack Werber,1996
2896,Children's Poems,Heather Amery,1992
2897,Dissociative children,Lynda Shirar,1996
2898,Children's evidence,Carol Hedderman,1987
2899,Phantom children,Hillel Schwartz,1982
2900,Children's phantasies,"Weininger, Otto",1989
2901,Children & crime,"Holman, Robert.",1995
2902,Children Talking,Linda Thompson,1997
2903,Absent Children,Tim Wenzell,2000
2904,Poor children,David Piachaud,1986
2905,Salem's children,Mary Leader,1979
2906,Babel's Children,J. N. Williamson,1989
2907,Crown's children,William W. Tilden,1995
2908,Children's comics,George H. Pumphrey,1955
2909,Children's Overture,David Jenkins,1979
2910,Mothers & children,Roxana Marcoci,1995
2911,Children's Strategies,David F. Bjorklund,1990
2912,Children's maintenance,Law Reform Commission of Saskatchewan.,1976
2913,Firesetting children,George A. Sakheim,1994
2914,Deprived children,Divya Nagar,1992
2915,Preschool children,Sabita Panda,1992
2916,Peacetimes Children,David Knowles,2003
2917,Brezhnev's children,Olwen Wymark,1992
2918,Scotland's Children,Rudolph Kenna,1997
2919,Two children,Gavin Ewart,1966
2920,Children's companion,Berquin M.,1845
2921,Virginia's children,Betty Flint,1985
2922,Children's films,Ian Wojcik-Andrews,2000
2923,Children's riddling,John Holmes McDowell,1979
2924,Nebuchadnezzar's Children,Penelope Reed Doob,1974
2925,Hungry children,Southern Regional Council.,1967
2926,Institutionalised children,Suma Narayan Reddy.,1989
2927,Yaril's children,M. J. Bennett,1988
2928,Children Aflame,David Walters,1996
2929,Children & stress,Arnold Burron,1988
2930,Children's Britannica.,Unknown author,1988
2931,Raven's Children,"Jacques L. Condor,
        Maka Tai Meh",2003
2932,Children's stories.,Unknown author,1984
2933,Children's Endcap,Unknown author,2005
2934,Tomorrow's children.,Unknown author,1956
2935,Children's liturgies,Unknown author,1970
2936,Children everywhere.,Unknown author,1975
2937,Children Adapt,"A. Grady,
        Elnora M. Gilfoyle",1989
2938,Children's Favorites,Unknown author,1992
2939,Africa's children,Unknown author,1991
2940,Abandoned children.,Unknown author,1979
2941,Children's favourites.,Unknown author,1966
2942,Children's Party,"Anne Thomas,
        Peter Thomas",1998
2943,Children's Dictionary,Unknown author,1978
2944,Children & society.,Unknown author,1991
2945,Children's Choir,Keith Watson,1997
2946,DISCIPLINING CHILDREN,Unknown author,-1
2947,Nobodyʼs children,Martyn Kendrick,1990
2948,Napoleon's children,Susan Normington,1993
2949,Together children,Suchita Ramdin,1989
2950,Carpenter's Children,Thomas Hinde,1995
2951,Children 1986,Carolyn Blish,1985
2952,Happy children,Madge Haines,1948
2953,Panthea's Children,Dick Davis,2002
2954,Bulletin-Children,Unknown author,2003
2955,Childrens Classics,Unknown author,1988
2956,Icarus' children,Unknown author,1978
2957,Children's Mini,Unknown author,1995
2958,Children's Bible,Unknown author,1981
2959,Consuming Children,"Jane Kenway,
        Elizabeth Bullen",2001
2960,Troubling Children,Unknown author,1994
2961,Children's books.,Unknown author,1999
2962,Childrens-classics,Unknown author,1978
2963,"""Missing children""",Unknown author,1990
2964,Children's toys,Unknown author,1877
2965,Heidi's Children,Unknown author,1992
2966,Love Children,Mirian Allen De Ford,2007
2967,Children's Catalog,Mary Conover,2007
2968,Children's Bristol,J. Sansom,1990
2969,Rainbow children,Norma Poinsett,1995
2970,Shadow Children,Anthony Dallmann-Jones,2004
2971,Esau's Children,Cliff Forshaw,1991
2972,Connecticut's Children,Michelle Doucette Cunningham,1994
2973,Able Children,GRANGER N,-1
2974,Overweight children,Phyllis Mortimer,-1
2975,Endeavors Children,R J Tinsley,-1
2976,Children's Sequels,Margaret Woodcock,1999
2977,Nan's Children,Stella Cullip,1998
2978,Oglethorpe's Children,Suzanne M. Aviles,2004
2979,Children's church,Jack Calkins,1999
2980,Children's liberation,Joseph A. Grassi,1991
2981,Childrens Games,Cskimb         9068,1989
2982,Children's Shakespeare,Robin Goodfellow,2005
2983,Children's Gate,J.L. Bailey,2005
2984,Destiny's Children,Thomas P. Kemmett,2000
2985,Eve's Children,Robert J. Fortin,2002
2986,Painted Children,Lydia Anne Klima,2006
2987,Millennium Children,Caryl Dennis,1997
2988,Children Rule!,Magdalena Valentin,1998
2989,Children's Anger,Toni Schutta,2006
2990,Depression's Children,"Sterling, Lee Parks",2005
2991,River Children,Barbara Hinkey and Pat McPherson,2006
2992,Lonesome Children,Mary Wright Toynbee,1996
2993,Petrah's Children,Fayeshawn Feigh,-1
2994,ADD Children,John N. Blair,1999
2995,Children Trap,Robert Thoburn,1986
2996,All Children,"Prinzeono, Key",2007
2997,Raising Children,D. Holden,1995
2998,Children Alone,Angele M. Thomas,1977
2999,Parents & children.,Unknown author,1976
3000,Children's Choice,Unknown author,1985
3001,Nirvana's Children,Ranulfo Concon,2001
3002,Greek Children,D. Papantoniou,1969
3003,Hispanic Childrens,Unknown author,2001
3004,children's atlas,Unknown author,-1
3005,Railway Children,Unknown author,-1
3006,Unattended Children,"Loren Coleman,
        Susan Partridge,
        Roy Partridge",1987
3007,Children's Zoo,Unknown author,1995
3008,Challenged children,Unknown author,1994
3009,Children Afloat,Pippa Driscoll,1989
3010,Children's Hour,David Davis,1989
3011,Medusas Children,Bob Shaw,1988
3012,Children's Factfinder,George Beal,1985
3013,Children's Verse,Margaret Tarrant,1989
3014,Unity's children,Thomas Sterling,1962
3015,Growing children,Lynn Dorman,1976
3016,Children's Psalms,David Haas,2004
3017,Children's remedies,Patricia Mather,1982
3018,Amazing Children,Salerno,1991
3019,Special Children?,Eric Lane,1996
3020,Dream Children: A Reverie,Charles Lamb,2006
3021,Wild Children,John Fairfax,1985
3022,Caligari's Children,Siegbert Saloman Prawer,1981
3023,Hell's Children,Bill Knott,1996
3024,Children Poster,Outlet,1986
